base_model,model_name,task_name,score
pythia_big,pythia_17x1,conceptual_combinations conceptual_combinations,0.2232142857142857
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,pythia_18x1,conceptual_combinations conceptual_combinations,0.22668650793650794
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,pythia_19x1,conceptual_combinations conceptual_combinations,0.22668650793650794
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,pythia_1x2,conceptual_combinations conceptual_combinations,0.21279761904761904
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,pythia_10x2,conceptual_combinations conceptual_combinations,0.21279761904761904
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,pythia_11x2,conceptual_combinations conceptual_combinations,0.21279761904761904
