base_model,model_name,task_name,score
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_3x1,conceptual_combinations conceptual_combinations,0.22913359788359788
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_4x1,conceptual_combinations conceptual_combinations,0.2360780423280423
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_5x1,conceptual_combinations conceptual_combinations,0.215244708994709
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:emergent_properties,0.375
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_0x2,conceptual_combinations conceptual_combinations,0.24603174603174602
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_1x2,conceptual_combinations conceptual_combinations,0.24798280423280422
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:emergent_properties,0.3
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_2x2,conceptual_combinations conceptual_combinations,0.2396494708994709
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:emergent_properties,0.275
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_3x2,conceptual_combinations conceptual_combinations,0.2427579365079365
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_4x2,conceptual_combinations conceptual_combinations,0.2360780423280423
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_5x2,conceptual_combinations conceptual_combinations,0.215244708994709
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:emergent_properties,0.425
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.0
pythia_small,pythia_0x4,conceptual_combinations conceptual_combinations,0.2265873015873016
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:contradictions,0.25
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:emergent_properties,0.3
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_1x4,conceptual_combinations conceptual_combinations,0.24113756613756612
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:homonyms,0.5555555555555556
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_2x4,conceptual_combinations conceptual_combinations,0.2769179894179894
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:emergent_properties,0.275
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_3x4,conceptual_combinations conceptual_combinations,0.2427579365079365
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_4x4,conceptual_combinations conceptual_combinations,0.2360780423280423
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_5x4,conceptual_combinations conceptual_combinations,0.215244708994709
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:emergent_properties,0.425
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.0
pythia_small,pythia_0x8,conceptual_combinations conceptual_combinations,0.23849206349206348
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:contradictions,0.25
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:emergent_properties,0.3
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_1x8,conceptual_combinations conceptual_combinations,0.24113756613756612
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:homonyms,0.5555555555555556
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_2x8,conceptual_combinations conceptual_combinations,0.2769179894179894
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:emergent_properties,0.275
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_3x8,conceptual_combinations conceptual_combinations,0.2427579365079365
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_4x8,conceptual_combinations conceptual_combinations,0.2360780423280423
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_5x8,conceptual_combinations conceptual_combinations,0.215244708994709
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:emergent_properties,0.425
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.0
pythia_small,pythia_0x16,conceptual_combinations conceptual_combinations,0.23849206349206348
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:contradictions,0.25
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:emergent_properties,0.3
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_1x16,conceptual_combinations conceptual_combinations,0.24113756613756612
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:contradictions,0.375
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:homonyms,0.5555555555555556
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_2x16,conceptual_combinations conceptual_combinations,0.2769179894179894
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:emergent_properties,0.275
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.16666666666666666
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:invented_words,0.2857142857142857
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_3x16,conceptual_combinations conceptual_combinations,0.2427579365079365
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:emergent_properties,0.35
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_4x16,conceptual_combinations conceptual_combinations,0.2360780423280423
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:emergent_properties,0.225
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:homonyms,0.4444444444444444
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_small,pythia_5x16,conceptual_combinations conceptual_combinations,0.215244708994709
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:contradictions,0.25
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:emergent_properties,0.25
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:invented_words,0.14285714285714285
pythia_big,original_pythia,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.08333333333333333
pythia_big,original_pythia,conceptual_combinations conceptual_combinations,0.19047619047619047
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:contradictions,0.3125
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:emergent_properties,0.275
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:fanciful_fictional_combinations,0.08333333333333333
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:homonyms,0.3333333333333333
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:invented_words,0.21428571428571427
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations:surprising_uncommon_combinations,0.16666666666666666
pythia_big,pythia_0x1,conceptual_combinations conceptual_combinations,0.2308531746031746
